instant,dteday,season,yr,mnth,holiday,weekday,workingday,is_weekend,weather_code,t1,t2,hum,wind_speed,cnt,n_hours,coverage
224,2015-08-15,1,0,8,0,6,0,1,2,17.583333333333332,17.583333333333332,63.291666666666664,13.5,33739,24,1.0
225,2015-08-16,1,0,8,0,0,0,1,2,16.8125,16.8125,63.416666666666664,7.0,30616,24,1.0
226,2015-08-17,1,0,8,0,1,1,0,1,17.8125,17.8125,55.770833333333336,9.666666666666666,35695,24,1.0
227,2015-08-18,1,0,8,0,2,1,0,1,17.625,17.625,59.520833333333336,16.145833333333332,34530,24,1.0
228,2015-08-19,1,0,8,0,3,1,0,3,17.9375,17.9375,68.5,15.083333333333334,31640,24,1.0
229,2015-08-20,1,0,8,0,4,1,0,4,19.041666666666668,19.041666666666668,81.375,13.8125,32554,24,1.0
230,2015-08-21,1,0,8,0,5,1,0,2,22.104166666666668,22.104166666666668,68.91666666666667,14.5625,35882,24,1.0
231,2015-08-22,1,0,8,0,6,0,1,1,23.208333333333332,23.1875,62.770833333333336,12.291666666666666,44187,24,1.0
232,2015-08-23,1,0,8,0,0,0,1,2,19.5,19.5,68.0,16.854166666666668,27001,24,1.0
233,2015-08-24,1,0,8,0,1,1,0,5,15.833333333333334,15.833333333333334,87.45833333333333,13.375,17400,24,1.0
234,2015-08-25,1,0,8,0,2,1,0,3,16.208333333333332,16.208333333333332,79.33333333333333,20.104166666666668,28152,24,1.0
235,2015-08-26,1,0,8,0,3,1,0,4,18.25,18.25,80.72916666666667,21.979166666666668,23738,24,1.0
236,2015-08-27,1,0,8,0,4,1,0,2,16.770833333333332,16.770833333333332,73.04166666666667,17.5,30528,24,1.0
237,2015-08-28,1,0,8,0,5,1,0,1,16.958333333333332,16.958333333333332,66.9375,15.8125,32950,24,1.0
238,2015-08-29,1,0,8,0,6,0,1,3,18.291666666666668,18.270833333333332,72.72916666666667,7.770833333333333,22618,24,1.0
239,2015-08-30,1,0,8,0,0,0,1,4,17.833333333333332,17.833333333333332,80.3125,10.479166666666666,24972,24,1.0
240,2015-08-31,1,0,8,1,1,0,0,6,15.479166666666666,15.479166666666666,89.54166666666667,10.4375,9639,24,1.0
241,2015-09-01,2,0,9,0,2,1,0,3,15.479166666666666,15.479166666666666,79.83333333333333,9.5,25556,24,1.0
242,2015-09-02,2,0,9,0,3,1,0,3,14.6875,14.6875,73.25,10.229166666666666,30180,24,1.0
243,2015-09-03,2,0,9,0,4,1,0,2,13.9375,13.9375,68.75,12.958333333333334,30950,24,1.0
244,2015-09-04,2,0,9,0,5,1,0,3,14.291666666666666,14.291666666666666,65.33333333333333,13.125,29709,24,1.0
245,2015-09-05,2,0,9,0,6,0,1,3,13.4375,13.4375,71.47916666666667,11.291666666666666,22317,24,1.0
246,2015-09-06,2,0,9,0,0,0,1,1,14.125,13.854166666666666,64.70833333333333,9.8125,29429,24,1.0
247,2015-09-07,2,0,9,0,1,1,0,2,14.333333333333334,14.333333333333334,72.16666666666667,9.8125,31692,24,1.0
248,2015-09-08,2,0,9,0,2,1,0,3,14.145833333333334,14.145833333333334,73.375,8.375,32781,24,1.0
249,2015-09-09,2,0,9,0,3,1,0,3,15.8125,15.8125,71.64583333333333,14.083333333333334,33116,24,1.0
250,2015-09-10,2,0,9,0,4,1,0,1,16.1875,16.1875,71.83333333333333,15.0,35734,24,1.0
251,2015-09-11,2,0,9,0,5,1,0,1,16.568181818181817,16.568181818181817,71.95454545454545,16.84090909090909,33190,22,0.9166666666666666
252,2015-09-12,2,0,9,0,6,0,1,3,18.27777777777778,18.27777777777778,63.80555555555556,17.52777777777778,27023,18,0.75
253,2015-09-13,2,0,9,0,0,0,1,1,14.020833333333334,14.020833333333334,73.0,10.958333333333334,26166,24,1.0
254,2015-09-14,2,0,9,0,1,1,0,4,14.5,14.5,78.77083333333333,18.625,25811,24,1.0
255,2015-09-15,2,0,9,0,2,1,0,3,14.25,14.25,74.95833333333333,18.0,28066,24,1.0
256,2015-09-16,2,0,9,0,3,1,0,5,13.75,13.75,89.66666666666667,13.416666666666666,18653,24,1.0
257,2015-09-17,2,0,9,0,4,1,0,3,14.791666666666666,14.791666666666666,72.75,16.6875,32075,24,1.0
258,2015-09-18,2,0,9,0,5,1,0,3,15.0625,15.0625,78.39583333333333,9.5,29829,24,1.0
259,2015-09-19,2,0,9,0,6,0,1,2,15.195652173913045,15.195652173913045,70.95652173913044,6.978260869565218,31826,23,0.9583333333333334
260,2015-09-20,2,0,9,0,0,0,1,1,15.416666666666666,15.416666666666666,73.66666666666667,11.354166666666666,31141,24,1.0
261,2015-09-21,2,0,9,0,1,1,0,3,14.708333333333334,14.708333333333334,83.5625,13.458333333333334,23676,24,1.0
262,2015-09-22,2,0,9,0,2,1,0,4,12.416666666666666,12.416666666666666,83.14583333333333,12.5625,20434,24,1.0
263,2015-09-23,2,0,9,0,3,1,0,2,14.125,13.916666666666666,71.45833333333333,18.291666666666668,33977,24,1.0
264,2015-09-24,2,0,9,0,4,1,0,3,15.583333333333334,15.583333333333334,71.6875,19.9375,29396,24,1.0
265,2015-09-25,2,0,9,0,5,1,0,1,13.729166666666666,13.729166666666666,67.52083333333333,10.729166666666666,34783,24,1.0
266,2015-09-26,2,0,9,0,6,0,1,1,13.1875,13.166666666666666,68.9375,8.5,32636,24,1.0
267,2015-09-27,2,0,9,0,0,0,1,2,13.645833333333334,13.583333333333334,72.58333333333333,11.645833333333334,29817,24,1.0
268,2015-09-28,2,0,9,0,1,1,0,2,13.979166666666666,13.979166666666666,74.1875,14.916666666666666,33138,24,1.0
269,2015-09-29,2,0,9,0,2,1,0,2,14.75,14.75,70.10416666666667,16.354166666666668,34436,24,1.0
270,2015-09-30,2,0,9,0,3,1,0,2,14.3125,14.3125,68.16666666666667,17.020833333333332,34941,24,1.0
271,2015-10-01,2,0,10,0,4,1,0,2,14.25,14.25,71.875,15.770833333333334,34562,24,1.0
272,2015-10-02,2,0,10,0,5,1,0,1,13.6875,13.6875,73.3125,10.729166666666666,35503,24,1.0
273,2015-10-03,2,0,10,0,6,0,1,2,12.666666666666666,12.666666666666666,81.22916666666667,5.708333333333333,28956,24,1.0
274,2015-10-04,2,0,10,0,0,0,1,2,13.333333333333334,13.104166666666666,72.83333333333333,9.854166666666666,29884,24,1.0
275,2015-10-05,2,0,10,0,1,1,0,5,15.895833333333334,15.895833333333334,87.9375,13.75,20741,24,1.0
276,2015-10-06,2,0,10,0,2,1,0,5,16.645833333333332,16.645833333333332,87.22916666666667,12.416666666666666,25892,24,1.0
277,2015-10-07,2,0,10,0,3,1,0,4,14.875,14.875,81.9375,19.083333333333332,28629,24,1.0
278,2015-10-08,2,0,10,0,4,1,0,2,12.395833333333334,11.8125,72.83333333333333,8.416666666666666,33676,24,1.0
279,2015-10-09,2,0,10,0,5,1,0,1,12.565217391304348,12.5,76.76086956521739,6.913043478260869,32006,23,0.9583333333333334
280,2015-10-10,2,0,10,0,6,0,1,2,13.0,12.979166666666666,81.3125,11.125,29416,24,1.0
281,2015-10-11,2,0,10,0,0,0,1,2,12.291666666666666,12.041666666666666,72.5625,13.208333333333334,27796,24,1.0
282,2015-10-12,2,0,10,0,1,1,0,3,11.270833333333334,10.958333333333334,70.08333333333333,10.0,31292,24,1.0
283,2015-10-13,2,0,10,0,2,1,0,2,10.583333333333334,9.416666666666666,73.41666666666667,14.52777777777778,20114,18,0.75
284,2015-10-14,2,0,10,0,3,1,0,2,10.479166666666666,9.8125,75.04166666666667,13.5,30579,24,1.0
285,2015-10-15,2,0,10,0,4,1,0,3,11.229166666666666,10.5625,77.875,13.145833333333334,30874,24,1.0
286,2015-10-16,2,0,10,0,5,1,0,3,12.5,12.5,78.5625,16.479166666666668,30075,24,1.0
287,2015-10-17,2,0,10,0,6,0,1,4,12.0625,12.0625,76.75,13.75,24327,24,1.0
288,2015-10-18,2,0,10,0,0,0,1,4,13.041666666666666,13.041666666666666,79.72916666666667,9.145833333333334,23070,24,1.0
289,2015-10-19,2,0,10,0,1,1,0,3,12.729166666666666,12.729166666666666,79.1875,7.375,29952,24,1.0
290,2015-10-20,2,0,10,0,2,1,0,2,11.541666666666666,11.25,75.52083333333333,8.020833333333334,32718,24,1.0
291,2015-10-21,2,0,10,0,3,1,0,5,12.5,12.291666666666666,88.4375,15.520833333333334,18922,24,1.0
292,2015-10-22,2,0,10,0,4,1,0,3,13.979166666666666,13.979166666666666,69.91666666666667,16.916666666666668,30326,24,1.0
293,2015-10-23,2,0,10,0,5,1,0,4,12.875,12.875,65.5,7.520833333333333,30273,24,1.0
294,2015-10-24,2,0,10,0,6,0,1,5,12.729166666666666,12.520833333333334,77.75,10.791666666666666,16876,24,1.0
295,2015-10-25,2,0,10,0,0,0,1,1,9.0,7.826086956521739,75.69565217391305,8.507246376811594,23133,23,0.9583333333333334
296,2015-10-26,2,0,10,0,1,1,0,3,11.708333333333334,11.0,85.91666666666667,13.5625,30364,24,1.0
297,2015-10-27,2,0,10,0,2,1,0,2,14.395833333333334,14.395833333333334,84.95833333333333,12.229166666666666,32436,24,1.0
298,2015-10-28,2,0,10,0,3,1,0,4,13.583333333333334,13.583333333333334,84.77083333333333,10.875,23881,24,1.0
299,2015-10-29,2,0,10,0,4,1,0,3,13.416666666666666,13.270833333333334,87.79166666666667,13.395833333333334,27339,24,1.0
300,2015-10-30,2,0,10,0,5,1,0,4,14.6875,14.6875,82.04166666666667,13.583333333333334,23970,24,1.0
301,2015-10-31,2,0,10,0,6,0,1,2,12.375,12.375,87.89583333333333,9.75,27464,24,1.0
302,2015-11-01,2,0,11,0,0,0,1,4,9.208333333333334,8.854166666666666,97.6875,5.208333333333333,22848,24,1.0
303,2015-11-02,2,0,11,0,1,1,0,3,10.5,10.041666666666666,95.0,9.166666666666666,28033,24,1.0
304,2015-11-03,2,0,11,0,2,1,0,2,11.895833333333334,11.708333333333334,88.625,9.041666666666666,30710,24,1.0
305,2015-11-04,2,0,11,0,3,1,0,4,13.479166666666666,13.479166666666666,88.54166666666667,8.395833333333334,23462,24,1.0
306,2015-11-05,2,0,11,0,4,1,0,5,15.166666666666666,15.166666666666666,87.4375,14.333333333333334,24503,24,1.0
307,2015-11-06,2,0,11,0,5,1,0,3,16.229166666666668,16.229166666666668,84.8125,18.125,25431,24,1.0
308,2015-11-07,2,0,11,0,6,0,1,4,15.770833333333334,15.770833333333334,83.64583333333333,22.895833333333332,14881,24,1.0
309,2015-11-08,2,0,11,0,0,0,1,3,14.166666666666666,14.0625,85.47916666666667,16.291666666666668,18754,24,1.0
310,2015-11-09,2,0,11,0,1,1,0,2,13.875,13.875,73.97916666666667,27.041666666666668,28474,24,1.0
311,2015-11-10,2,0,11,0,2,1,0,3,15.75,15.75,81.47916666666667,22.9375,29206,24,1.0
312,2015-11-11,2,0,11,0,3,1,0,3,14.770833333333334,14.770833333333334,71.70833333333333,20.333333333333332,29899,24,1.0
313,2015-11-12,2,0,11,0,4,1,0,3,14.25,14.25,81.1875,17.229166666666668,28962,24,1.0
314,2015-11-13,2,0,11,0,5,1,0,3,10.666666666666666,8.833333333333334,66.0,27.9375,25252,24,1.0
315,2015-11-14,2,0,11,0,6,0,1,4,11.25,9.791666666666666,81.29166666666667,23.333333333333332,8898,24,1.0
316,2015-11-15,2,0,11,0,0,0,1,3,15.520833333333334,15.520833333333334,72.47916666666667,34.0625,17594,24,1.0
317,2015-11-16,2,0,11,0,1,1,0,4,13.645833333333334,13.645833333333334,73.625,21.875,26507,24,1.0
318,2015-11-17,2,0,11,0,2,1,0,5,14.772727272727272,14.772727272727272,77.38636363636364,29.204545454545453,22768,22,0.9166666666666666
319,2015-11-18,2,0,11,0,3,1,0,3,14.02777777777778,14.02777777777778,69.5,31.666666666666668,25926,18,0.75
320,2015-11-19,2,0,11,0,4,1,0,4,11.583333333333334,11.1875,80.0,21.520833333333332,23695,24,1.0
321,2015-11-20,2,0,11,0,5,1,0,2,9.0625,6.104166666666667,67.5,22.3125,25788,24,1.0
322,2015-11-21,2,0,11,0,6,0,1,4,4.375,-0.375,68.02083333333333,26.25,12751,24,1.0
323,2015-11-22,2,0,11,0,0,0,1,1,3.5208333333333335,0.7916666666666666,74.66666666666667,10.666666666666666,13118,24,1.0
324,2015-11-23,2,0,11,0,1,1,0,2,5.041666666666667,2.7291666666666665,74.95833333333333,11.145833333333334,23908,24,1.0
325,2015-11-24,2,0,11,0,2,1,0,6,9.041666666666666,6.229166666666667,83.70833333333333,19.916666666666668,21175,24,1.0
326,2015-11-25,2,0,11,0,3,1,0,3,8.9375,6.9375,76.66666666666667,16.166666666666668,26000,24,1.0
327,2015-11-26,2,0,11,0,4,1,0,2,9.395833333333334,8.520833333333334,86.3125,7.541666666666667,26626,24,1.0
328,2015-11-27,2,0,11,0,5,1,0,4,11.291666666666666,10.541666666666666,83.66666666666667,20.729166666666668,23517,24,1.0
329,2015-11-28,2,0,11,0,6,0,1,3,8.125,5.354166666666667,69.8125,27.25,16336,24,1.0
330,2015-11-29,2,0,11,0,0,0,1,4,12.041666666666666,12.041666666666666,72.04166666666667,34.083333333333336,11392,24,1.0
331,2015-11-30,2,0,11,0,1,1,0,5,12.021739130434783,11.478260869565217,77.52173913043478,26.065217391304348,20918,23,0.9583333333333334
332,2015-12-01,3,0,12,0,2,1,0,4,13.041666666666666,12.979166666666666,74.3125,20.25,26559,24,1.0
333,2015-12-02,3,0,12,0,3,1,0,3,13.020833333333334,13.020833333333334,72.47916666666667,20.75,27789,24,1.0
334,2015-12-03,3,0,12,0,4,1,0,3,12.916666666666666,12.916666666666666,76.9375,21.125,25899,24,1.0
335,2015-12-04,3,0,12,0,5,1,0,3,11.041666666666666,9.979166666666666,70.27083333333333,25.0625,25956,24,1.0
336,2015-12-05,3,0,12,0,6,0,1,3,12.645833333333334,12.645833333333334,66.27083333333333,36.833333333333336,16511,24,1.0
337,2015-12-06,3,0,12,0,0,0,1,4,13.4375,13.4375,80.27083333333333,23.145833333333332,15478,24,1.0
338,2015-12-07,3,0,12,0,1,1,0,3,13.3125,13.3125,81.54166666666667,14.479166666666666,25734,24,1.0
339,2015-12-08,3,0,12,0,2,1,0,3,12.270833333333334,11.708333333333334,73.75,20.75,23430,24,1.0
340,2015-12-09,3,0,12,0,3,1,0,2,9.583333333333334,8.458333333333334,73.89583333333333,18.270833333333332,27562,24,1.0
341,2015-12-10,3,0,12,0,4,1,0,4,11.541666666666666,11.375,77.89583333333333,22.4375,23115,24,1.0
342,2015-12-11,3,0,12,0,5,1,0,3,10.083333333333334,8.875,76.04166666666667,20.375,23259,24,1.0
343,2015-12-12,3,0,12,0,6,0,1,3,11.675,11.2,73.075,23.375,15815,20,0.8333333333333334
344,2015-12-13,3,0,12,0,0,0,1,5,8.4375,6.9375,91.35416666666669,10.25,12291,24,1.0
345,2015-12-14,3,0,12,0,1,1,0,4,9.208333333333334,7.729166666666667,84.97916666666667,9.729166666666666,23835,24,1.0
346,2015-12-15,3,0,12,0,2,1,0,5,11.458333333333334,11.125,92.25,10.708333333333334,20201,24,1.0
347,2015-12-16,3,0,12,0,3,1,0,4,14.479166666666666,14.479166666666666,81.6875,20.458333333333332,25558,24,1.0
348,2015-12-17,3,0,12,0,4,1,0,2,14.3125,14.3125,72.45833333333333,18.9375,25804,24,1.0
349,2015-12-18,3,0,12,0,5,1,0,3,13.104166666666666,13.104166666666666,79.04166666666667,17.1875,25730,24,1.0
350,2015-12-19,3,0,12,0,6,0,1,2,15.375,15.375,74.54166666666667,22.333333333333332,18754,24,1.0
351,2015-12-20,3,0,12,0,0,0,1,3,12.770833333333334,12.541666666666666,74.29166666666667,20.375,13060,24,1.0
352,2015-12-21,3,0,12,0,1,1,0,3,10.875,9.6875,77.54166666666667,22.604166666666668,18136,24,1.0
353,2015-12-22,3,0,12,0,2,1,0,5,14.1875,14.1875,80.66666666666667,31.395833333333332,17458,24,1.0
354,2015-12-23,3,0,12,0,3,1,0,2,11.354166666666666,11.083333333333334,69.04166666666667,23.166666666666668,18451,24,1.0
355,2015-12-24,3,0,12,0,4,1,0,3,10.916666666666666,9.895833333333334,68.3125,25.5625,8908,24,1.0
356,2015-12-25,3,0,12,1,5,0,0,4,11.270833333333334,10.354166666666666,79.4375,18.041666666666668,22423,24,1.0
357,2015-12-26,3,0,12,0,6,0,1,4,14.729166666666666,14.729166666666666,74.08333333333333,27.416666666666668,10230,24,1.0
358,2015-12-27,3,0,12,0,0,0,1,4,14.333333333333334,14.333333333333334,81.14583333333333,22.0,9378,24,1.0
359,2015-12-28,3,0,12,1,1,0,0,1,11.729166666666666,11.5625,73.41666666666667,15.041666666666666,13732,24,1.0
360,2015-12-29,3,0,12,0,2,1,0,3,11.75,11.583333333333334,74.52083333333333,17.208333333333332,15592,24,1.0
361,2015-12-30,3,0,12,0,3,1,0,4,12.583333333333334,12.541666666666666,69.375,25.083333333333332,12301,24,1.0
362,2015-12-31,3,0,12,0,4,1,0,3,9.520833333333334,7.229166666666667,69.3125,23.395833333333332,13889,24,1.0
